province,district,year,month,precip_mm,sunshine_hours_month
Ordu,İkizce,2024,6,71.7,385.0
Ordu,İkizce,2024,7,155.4,361.0
Ordu,İkizce,2024,8,136.0,346.0
Ordu,İkizce,2024,9,141.1,300.0
Ordu,İkizce,2024,10,124.2,228.0
Ordu,İkizce,2024,11,160.7,188.0
Ordu,İkizce,2024,12,99.0,189.0
Diyarbakir,Lice,2015,1,206.5,229.0
Diyarbakir,Lice,2015,2,166.9,228.0
Diyarbakir,Lice,2015,3,208.5,274.0
Diyarbakir,Lice,2015,4,153.7,334.0
Diyarbakir,Lice,2015,5,63.3,399.0
Diyarbakir,Lice,2015,6,6.7,419.0
Diyarbakir,Lice,2015,7,2.6,430.0
Diyarbakir,Lice,2015,8,0.2,403.0
Diyarbakir,Lice,2015,9,1.1,359.0
Diyarbakir,Lice,2015,10,123.3,276.0
Diyarbakir,Lice,2015,11,34.7,266.0
Diyarbakir,Lice,2015,12,42.3,259.0
Diyarbakir,Lice,2016,1,267.0,190.0
Diyarbakir,Lice,2016,2,113.7,233.0
Diyarbakir,Lice,2016,3,197.4,283.0
Diyarbakir,Lice,2016,4,58.2,360.0
Diyarbakir,Lice,2016,5,43.8,406.0
Diyarbakir,Lice,2016,6,50.3,410.0
Diyarbakir,Lice,2016,7,3.4,429.0
Diyarbakir,Lice,2016,8,0.2,401.0
Diyarbakir,Lice,2016,9,13.9,357.0
Diyarbakir,Lice,2016,10,18.3,315.0
Diyarbakir,Lice,2016,11,71.4,266.0
Diyarbakir,Lice,2016,12,231.8,199.0
Diyarbakir,Lice,2017,1,97.6,220.0
Diyarbakir,Lice,2017,2,12.2,276.0
Diyarbakir,Lice,2017,3,140.3,271.0
Diyarbakir,Lice,2017,4,163.0,329.0
Diyarbakir,Lice,2017,5,117.9,383.0
Diyarbakir,Lice,2017,6,6.5,420.0
Diyarbakir,Lice,2017,7,0.4,423.0
Diyarbakir,Lice,2017,8,0.3,401.0
Diyarbakir,Lice,2017,9,0.0,355.0
Diyarbakir,Lice,2017,10,55.1,295.0
Diyarbakir,Lice,2017,11,138.8,240.0
Diyarbakir,Lice,2017,12,64.7,229.0
Diyarbakir,Lice,2018,1,210.5,158.0
Diyarbakir,Lice,2018,2,93.5,212.0
Diyarbakir,Lice,2018,3,97.5,270.0
Diyarbakir,Lice,2018,4,31.5,331.0
Diyarbakir,Lice,2018,5,192.0,348.0
Diyarbakir,Lice,2018,6,11.2,416.0
Diyarbakir,Lice,2018,7,0.0,422.0
Diyarbakir,Lice,2018,8,0.0,401.0
Diyarbakir,Lice,2018,9,0.7,357.0
Diyarbakir,Lice,2018,10,241.8,262.0
Diyarbakir,Lice,2018,11,101.7,216.0
Diyarbakir,Lice,2018,12,341.5,116.0
Diyarbakir,Lice,2019,1,222.9,146.0
Diyarbakir,Lice,2019,2,103.1,199.0
Diyarbakir,Lice,2019,3,236.5,204.0
Diyarbakir,Lice,2019,4,241.3,251.0
Diyarbakir,Lice,2019,5,95.9,388.0
Diyarbakir,Lice,2019,6,0.5,410.0
Diyarbakir,Lice,2019,7,0.0,421.0
Diyarbakir,Lice,2019,8,0.0,401.0
Diyarbakir,Lice,2019,9,0.4,357.0
Diyarbakir,Lice,2019,10,29.0,306.0
Diyarbakir,Lice,2019,11,80.2,267.0
Diyarbakir,Lice,2019,12,279.8,144.0
Diyarbakir,Lice,2020,1,145.3,159.0
Diyarbakir,Lice,2020,2,148.8,174.0
Diyarbakir,Lice,2020,3,266.5,234.0
Diyarbakir,Lice,2020,4,158.0,298.0
Diyarbakir,Lice,2020,5,133.2,365.0
Diyarbakir,Lice,2020,6,7.1,414.0
Diyarbakir,Lice,2020,7,0.6,419.0
Diyarbakir,Lice,2020,8,0.0,401.0
Diyarbakir,Lice,2020,9,0.0,352.0
Diyarbakir,Lice,2020,10,0.5,314.0
Diyarbakir,Lice,2020,11,79.1,250.0
Diyarbakir,Lice,2020,12,59.0,210.0
Diyarbakir,Lice,2021,1,184.2,191.0
Diyarbakir,Lice,2021,2,65.5,249.0
Diyarbakir,Lice,2021,3,172.0,263.0
Diyarbakir,Lice,2021,4,18.5,336.0
Diyarbakir,Lice,2021,5,2.1,399.0
Diyarbakir,Lice,2021,6,0.0,423.0
Diyarbakir,Lice,2021,7,0.0,422.0
Diyarbakir,Lice,2021,8,0.0,396.0
Diyarbakir,Lice,2021,9,4.3,356.0
Diyarbakir,Lice,2021,10,42.5,300.0
Diyarbakir,Lice,2021,11,67.2,227.0
Diyarbakir,Lice,2021,12,162.2,203.0
Diyarbakir,Lice,2022,1,155.0,129.0
Diyarbakir,Lice,2022,2,81.9,211.0
Diyarbakir,Lice,2022,3,300.0,197.0
Diyarbakir,Lice,2022,4,55.5,329.0
Diyarbakir,Lice,2022,5,102.3,367.0
Diyarbakir,Lice,2022,6,16.1,413.0
Diyarbakir,Lice,2022,7,0.0,421.0
Diyarbakir,Lice,2022,8,0.0,399.0
Diyarbakir,Lice,2022,9,2.1,353.0
Diyarbakir,Lice,2022,10,59.4,306.0
Diyarbakir,Lice,2022,11,103.9,200.0
Diyarbakir,Lice,2022,12,18.3,233.0
Diyarbakir,Lice,2023,1,30.5,234.0
Diyarbakir,Lice,2023,2,153.3,206.0
Diyarbakir,Lice,2023,3,220.8,208.0
Diyarbakir,Lice,2023,4,270.6,262.0
Diyarbakir,Lice,2023,5,108.6,362.0
Diyarbakir,Lice,2023,6,6.9,411.0
Diyarbakir,Lice,2023,7,0.0,421.0
Diyarbakir,Lice,2023,8,1.5,400.0
Diyarbakir,Lice,2023,9,0.4,352.0
Diyarbakir,Lice,2023,10,59.7,297.0
Diyarbakir,Lice,2023,11,209.5,214.0
Diyarbakir,Lice,2023,12,164.7,188.0
Diyarbakir,Lice,2024,1,191.8,141.0
Diyarbakir,Lice,2024,2,89.7,199.0
Diyarbakir,Lice,2024,3,281.0,220.0
Diyarbakir,Lice,2024,4,45.9,345.0
Diyarbakir,Lice,2024,5,131.3,362.0
Diyarbakir,Lice,2024,6,3.1,415.0
Diyarbakir,Lice,2024,7,5.9,417.0
Diyarbakir,Lice,2024,8,0.4,399.0
Diyarbakir,Lice,2024,9,40.4,345.0
Diyarbakir,Lice,2024,10,27.8,312.0
Diyarbakir,Lice,2024,11,98.7,248.0
Diyarbakir,Lice,2024,12,48.4,204.0
Diyarbakir,Merkez,2015,1,197.5,230.0
Diyarbakir,Merkez,2015,2,176.7,230.0
Diyarbakir,Merkez,2015,3,207.6,274.0
Diyarbakir,Merkez,2015,4,131.1,339.0
Diyarbakir,Merkez,2015,5,73.4,402.0
Diyarbakir,Merkez,2015,6,8.3,420.0
Diyarbakir,Merkez,2015,7,2.1,430.0
Diyarbakir,Merkez,2015,8,0.4,402.0
Diyarbakir,Merkez,2015,9,0.7,359.0
Diyarbakir,Merkez,2015,10,125.4,280.0
Diyarbakir,Merkez,2015,11,34.5,263.0
Diyarbakir,Merkez,2015,12,34.3,268.0
Diyarbakir,Merkez,2016,1,251.0,186.0
Diyarbakir,Merkez,2016,2,130.9,234.0
Diyarbakir,Merkez,2016,3,181.2,299.0
Diyarbakir,Merkez,2016,4,55.1,360.0
Diyarbakir,Merkez,2016,5,36.7,406.0
Diyarbakir,Merkez,2016,6,34.0,412.0
Diyarbakir,Merkez,2016,7,2.8,429.0
Diyarbakir,Merkez,2016,8,0.0,402.0
Diyarbakir,Merkez,2016,9,16.6,358.0
Diyarbakir,Merkez,2016,10,16.7,315.0
Diyarbakir,Merkez,2016,11,60.8,267.0
Diyarbakir,Merkez,2016,12,226.6,201.0
Diyarbakir,Merkez,2017,1,78.6,214.0
Diyarbakir,Merkez,2017,2,10.9,276.0
Diyarbakir,Merkez,2017,3,125.4,273.0
Diyarbakir,Merkez,2017,4,139.5,327.0
Diyarbakir,Merkez,2017,5,92.5,385.0
Diyarbakir,Merkez,2017,6,3.7,420.0
Diyarbakir,Merkez,2017,7,0.0,423.0
Diyarbakir,Merkez,2017,8,0.7,401.0
Diyarbakir,Merkez,2017,9,0.0,355.0
Diyarbakir,Merkez,2017,10,48.0,298.0
Diyarbakir,Merkez,2017,11,103.9,242.0
Diyarbakir,Merkez,2017,12,51.8,230.0
Diyarbakir,Merkez,2018,1,203.0,158.0
Diyarbakir,Merkez,2018,2,82.6,208.0
Diyarbakir,Merkez,2018,3,74.2,272.0
Diyarbakir,Merkez,2018,4,20.5,331.0
Diyarbakir,Merkez,2018,5,129.4,347.0
Diyarbakir,Merkez,2018,6,6.9,416.0
Diyarbakir,Merkez,2018,7,0.0,422.0
Diyarbakir,Merkez,2018,8,0.0,400.0
Diyarbakir,Merkez,2018,9,0.9,356.0
Diyarbakir,Merkez,2018,10,187.2,262.0
Diyarbakir,Merkez,2018,11,92.4,218.0
Diyarbakir,Merkez,2018,12,310.7,120.0
Diyarbakir,Merkez,2019,1,188.9,149.0
Diyarbakir,Merkez,2019,2,93.8,199.0
Diyarbakir,Merkez,2019,3,197.6,204.0
Diyarbakir,Merkez,2019,4,200.1,256.0
Diyarbakir,Merkez,2019,5,86.5,389.0
Diyarbakir,Merkez,2019,6,0.9,411.0
Diyarbakir,Merkez,2019,7,0.0,420.0
Diyarbakir,Merkez,2019,8,0.0,401.0
Diyarbakir,Merkez,2019,9,0.5,357.0
Diyarbakir,Merkez,2019,10,28.7,306.0
Diyarbakir,Merkez,2019,11,58.5,267.0
Diyarbakir,Merkez,2019,12,244.4,149.0
Diyarbakir,Merkez,2020,1,126.9,168.0
Diyarbakir,Merkez,2020,2,125.1,173.0
Diyarbakir,Merkez,2020,3,246.3,239.0
Diyarbakir,Merkez,2020,4,128.3,300.0
Diyarbakir,Merkez,2020,5,108.4,365.0
Diyarbakir,Merkez,2020,6,3.4,415.0
Diyarbakir,Merkez,2020,7,0.0,420.0
Diyarbakir,Merkez,2020,8,0.0,401.0
Diyarbakir,Merkez,2020,9,0.0,350.0
Diyarbakir,Merkez,2020,10,0.1,312.0
Diyarbakir,Merkez,2020,11,77.6,247.0
Diyarbakir,Merkez,2020,12,60.8,208.0
Diyarbakir,Merkez,2021,1,143.3,194.0
Diyarbakir,Merkez,2021,2,50.0,251.0
Diyarbakir,Merkez,2021,3,130.6,264.0
Diyarbakir,Merkez,2021,4,18.5,336.0
Diyarbakir,Merkez,2021,5,1.3,402.0
Diyarbakir,Merkez,2021,6,0.0,424.0
Diyarbakir,Merkez,2021,7,0.0,420.0
Diyarbakir,Merkez,2021,8,0.0,395.0
Diyarbakir,Merkez,2021,9,3.1,356.0
Diyarbakir,Merkez,2021,10,44.7,299.0
Diyarbakir,Merkez,2021,11,69.3,225.0
Diyarbakir,Merkez,2021,12,145.9,205.0
Diyarbakir,Merkez,2022,1,148.3,123.0
Diyarbakir,Merkez,2022,2,73.1,211.0
Diyarbakir,Merkez,2022,3,249.7,206.0
Diyarbakir,Merkez,2022,4,26.2,334.0
Diyarbakir,Merkez,2022,5,82.0,369.0
Diyarbakir,Merkez,2022,6,3.6,412.0
Diyarbakir,Merkez,2022,7,0.0,421.0
Diyarbakir,Merkez,2022,8,0.0,401.0
Diyarbakir,Merkez,2022,9,1.3,354.0
Diyarbakir,Merkez,2022,10,29.8,306.0
Diyarbakir,Merkez,2022,11,111.4,195.0
Diyarbakir,Merkez,2022,12,15.4,233.0
Diyarbakir,Merkez,2023,1,27.5,230.0
Diyarbakir,Merkez,2023,2,129.7,209.0
Diyarbakir,Merkez,2023,3,250.0,211.0
Diyarbakir,Merkez,2023,4,223.4,267.0
Diyarbakir,Merkez,2023,5,112.0,359.0
Diyarbakir,Merkez,2023,6,2.8,409.0
Diyarbakir,Merkez,2023,7,0.0,421.0
Diyarbakir,Merkez,2023,8,1.9,401.0
Diyarbakir,Merkez,2023,9,0.2,350.0
Diyarbakir,Merkez,2023,10,65.5,293.0
Diyarbakir,Merkez,2023,11,166.0,208.0
Diyarbakir,Merkez,2023,12,130.2,190.0
Diyarbakir,Merkez,2024,1,155.0,144.0
Diyarbakir,Merkez,2024,2,104.7,193.0
Diyarbakir,Merkez,2024,3,190.8,228.0
Diyarbakir,Merkez,2024,4,46.5,341.0
Diyarbakir,Merkez,2024,5,109.7,357.0
Diyarbakir,Merkez,2024,6,2.2,416.0
Diyarbakir,Merkez,2024,7,1.2,418.0
Diyarbakir,Merkez,2024,8,0.6,400.0
Diyarbakir,Merkez,2024,9,37.4,344.0
Diyarbakir,Merkez,2024,10,24.5,315.0
Diyarbakir,Merkez,2024,11,65.8,246.0
Diyarbakir,Merkez,2024,12,44.1,201.0
Diyarbakir,Silvan,2015,1,156.8,231.0
Diyarbakir,Silvan,2015,2,140.5,226.0
Diyarbakir,Silvan,2015,3,178.9,278.0
Diyarbakir,Silvan,2015,4,114.2,336.0
Diyarbakir,Silvan,2015,5,33.6,402.0
Diyarbakir,Silvan,2015,6,3.7,419.0
Diyarbakir,Silvan,2015,7,0.0,429.0
Diyarbakir,Silvan,2015,8,2.0,403.0
Diyarbakir,Silvan,2015,9,0.3,360.0
Diyarbakir,Silvan,2015,10,101.9,279.0
Diyarbakir,Silvan,2015,11,28.8,270.0
Diyarbakir,Silvan,2015,12,47.1,253.0
Diyarbakir,Silvan,2016,1,223.9,197.0
Diyarbakir,Silvan,2016,2,89.0,245.0
Diyarbakir,Silvan,2016,3,168.3,280.0
Diyarbakir,Silvan,2016,4,46.3,359.0
Diyarbakir,Silvan,2016,5,29.1,408.0
Diyarbakir,Silvan,2016,6,23.7,411.0
Diyarbakir,Silvan,2016,7,0.0,428.0
Diyarbakir,Silvan,2016,8,0.0,402.0
Diyarbakir,Silvan,2016,9,4.0,358.0
Diyarbakir,Silvan,2016,10,26.4,313.0
Diyarbakir,Silvan,2016,11,73.9,266.0
Diyarbakir,Silvan,2016,12,198.9,201.0
Diyarbakir,Silvan,2017,1,103.7,221.0
Diyarbakir,Silvan,2017,2,13.0,279.0
Diyarbakir,Silvan,2017,3,169.9,272.0
Diyarbakir,Silvan,2017,4,133.7,323.0
Diyarbakir,Silvan,2017,5,94.2,383.0
Diyarbakir,Silvan,2017,6,3.6,417.0
Diyarbakir,Silvan,2017,7,0.1,421.0
Diyarbakir,Silvan,2017,8,0.1,400.0
Diyarbakir,Silvan,2017,9,0.6,355.0
Diyarbakir,Silvan,2017,10,40.3,298.0
Diyarbakir,Silvan,2017,11,92.6,245.0
Diyarbakir,Silvan,2017,12,71.9,232.0
Diyarbakir,Silvan,2018,1,151.8,168.0
Diyarbakir,Silvan,2018,2,108.5,213.0
Diyarbakir,Silvan,2018,3,75.0,277.0
Diyarbakir,Silvan,2018,4,41.6,327.0
Diyarbakir,Silvan,2018,5,188.0,338.0
Diyarbakir,Silvan,2018,6,3.8,416.0
Diyarbakir,Silvan,2018,7,0.0,419.0
Diyarbakir,Silvan,2018,8,0.0,399.0
Diyarbakir,Silvan,2018,9,0.0,353.0
Diyarbakir,Silvan,2018,10,139.6,262.0
Diyarbakir,Silvan,2018,11,113.7,209.0
Diyarbakir,Silvan,2018,12,267.3,118.0
Diyarbakir,Silvan,2019,1,163.3,161.0
Diyarbakir,Silvan,2019,2,94.9,197.0
Diyarbakir,Silvan,2019,3,258.9,195.0
Diyarbakir,Silvan,2019,4,258.0,265.0
Diyarbakir,Silvan,2019,5,87.2,392.0
Diyarbakir,Silvan,2019,6,0.1,414.0
Diyarbakir,Silvan,2019,7,0.0,421.0
Diyarbakir,Silvan,2019,8,0.1,398.0
Diyarbakir,Silvan,2019,9,0.2,357.0
Diyarbakir,Silvan,2019,10,27.2,306.0
Diyarbakir,Silvan,2019,11,58.6,264.0
Diyarbakir,Silvan,2019,12,197.8,149.0
Diyarbakir,Silvan,2020,1,133.4,162.0
Diyarbakir,Silvan,2020,2,136.1,175.0
Diyarbakir,Silvan,2020,3,265.9,235.0
Diyarbakir,Silvan,2020,4,191.1,295.0
Diyarbakir,Silvan,2020,5,93.8,367.0
Diyarbakir,Silvan,2020,6,4.9,414.0
Diyarbakir,Silvan,2020,7,0.2,415.0
Diyarbakir,Silvan,2020,8,0.1,398.0
Diyarbakir,Silvan,2020,9,0.0,351.0
Diyarbakir,Silvan,2020,10,0.1,315.0
Diyarbakir,Silvan,2020,11,54.7,252.0
Diyarbakir,Silvan,2020,12,46.9,213.0
Diyarbakir,Silvan,2021,1,112.3,196.0
Diyarbakir,Silvan,2021,2,36.6,247.0
Diyarbakir,Silvan,2021,3,136.4,273.0
Diyarbakir,Silvan,2021,4,5.0,342.0
Diyarbakir,Silvan,2021,5,4.7,403.0
Diyarbakir,Silvan,2021,6,0.0,421.0
Diyarbakir,Silvan,2021,7,0.1,418.0
Diyarbakir,Silvan,2021,8,0.0,396.0
Diyarbakir,Silvan,2021,9,0.4,357.0
Diyarbakir,Silvan,2021,10,48.8,301.0
Diyarbakir,Silvan,2021,11,49.2,237.0
Diyarbakir,Silvan,2021,12,120.9,200.0
Diyarbakir,Silvan,2022,1,133.6,142.0
Diyarbakir,Silvan,2022,2,47.1,219.0
Diyarbakir,Silvan,2022,3,267.2,199.0
Diyarbakir,Silvan,2022,4,29.1,317.0
Diyarbakir,Silvan,2022,5,112.2,356.0
Diyarbakir,Silvan,2022,6,1.9,413.0
Diyarbakir,Silvan,2022,7,0.0,417.0
Diyarbakir,Silvan,2022,8,0.0,395.0
Diyarbakir,Silvan,2022,9,4.9,352.0
Diyarbakir,Silvan,2022,10,19.6,302.0
Diyarbakir,Silvan,2022,11,98.6,208.0
Diyarbakir,Silvan,2022,12,12.6,238.0
Diyarbakir,Silvan,2023,1,32.5,223.0
Diyarbakir,Silvan,2023,2,112.3,213.0
Diyarbakir,Silvan,2023,3,148.9,204.0
Diyarbakir,Silvan,2023,4,203.6,259.0
Diyarbakir,Silvan,2023,5,78.6,367.0
Diyarbakir,Silvan,2023,6,4.8,405.0
Diyarbakir,Silvan,2023,7,0.0,417.0
Diyarbakir,Silvan,2023,8,2.0,398.0
Diyarbakir,Silvan,2023,9,1.8,353.0
Diyarbakir,Silvan,2023,10,100.2,300.0
Diyarbakir,Silvan,2023,11,170.3,224.0
Diyarbakir,Silvan,2023,12,99.3,189.0
Diyarbakir,Silvan,2024,1,199.2,128.0
Diyarbakir,Silvan,2024,2,87.0,196.0
Diyarbakir,Silvan,2024,3,242.7,232.0
Diyarbakir,Silvan,2024,4,30.5,338.0
Diyarbakir,Silvan,2024,5,92.8,373.0
Diyarbakir,Silvan,2024,6,1.9,410.0
Diyarbakir,Silvan,2024,7,1.8,411.0
Diyarbakir,Silvan,2024,8,0.0,397.0
Diyarbakir,Silvan,2024,9,28.1,344.0
Diyarbakir,Silvan,2024,10,34.7,309.0
Diyarbakir,Silvan,2024,11,71.7,249.0
Diyarbakir,Silvan,2024,12,58.9,215.0
Diyarbakir,Çermik,2015,1,136.6,218.0
Diyarbakir,Çermik,2015,2,124.0,209.0
Diyarbakir,Çermik,2015,3,153.5,260.0
Diyarbakir,Çermik,2015,4,68.8,332.0
Diyarbakir,Çermik,2015,5,43.0,401.0
Diyarbakir,Çermik,2015,6,11.0,420.0
Diyarbakir,Çermik,2015,7,0.0,431.0
Diyarbakir,Çermik,2015,8,1.8,400.0
Diyarbakir,Çermik,2015,9,1.9,360.0
Diyarbakir,Çermik,2015,10,78.8,292.0
Diyarbakir,Çermik,2015,11,39.0,259.0
Diyarbakir,Çermik,2015,12,10.2,267.0
Diyarbakir,Çermik,2016,1,148.2,172.0
Diyarbakir,Çermik,2016,2,125.0,232.0
Diyarbakir,Çermik,2016,3,57.0,316.0
Diyarbakir,Çermik,2016,4,20.5,372.0
Diyarbakir,Çermik,2016,5,29.7,401.0
Diyarbakir,Çermik,2016,6,11.8,417.0
Diyarbakir,Çermik,2016,7,2.5,426.0
Diyarbakir,Çermik,2016,8,1.1,400.0
Diyarbakir,Çermik,2016,9,16.2,357.0
Diyarbakir,Çermik,2016,10,7.7,314.0
Diyarbakir,Çermik,2016,11,43.7,267.0
Diyarbakir,Çermik,2016,12,136.4,187.0
Diyarbakir,Çermik,2017,1,60.4,202.0
Diyarbakir,Çermik,2017,2,6.8,272.0
Diyarbakir,Çermik,2017,3,127.3,287.0
Diyarbakir,Çermik,2017,4,153.7,332.0
Diyarbakir,Çermik,2017,5,57.2,379.0
Diyarbakir,Çermik,2017,6,2.2,423.0
Diyarbakir,Çermik,2017,7,0.0,423.0
Diyarbakir,Çermik,2017,8,0.2,400.0
Diyarbakir,Çermik,2017,9,0.0,354.0
Diyarbakir,Çermik,2017,10,47.6,297.0
Diyarbakir,Çermik,2017,11,65.6,232.0
Diyarbakir,Çermik,2017,12,45.6,231.0
Diyarbakir,Çermik,2018,1,219.2,160.0
Diyarbakir,Çermik,2018,2,67.8,199.0
Diyarbakir,Çermik,2018,3,32.7,282.0
Diyarbakir,Çermik,2018,4,12.9,336.0
Diyarbakir,Çermik,2018,5,108.7,344.0
Diyarbakir,Çermik,2018,6,6.7,415.0
Diyarbakir,Çermik,2018,7,0.3,419.0
Diyarbakir,Çermik,2018,8,0.0,402.0
Diyarbakir,Çermik,2018,9,2.7,353.0
Diyarbakir,Çermik,2018,10,119.1,260.0
Diyarbakir,Çermik,2018,11,78.8,206.0
Diyarbakir,Çermik,2018,12,323.3,143.0
Diyarbakir,Çermik,2019,1,219.1,136.0
Diyarbakir,Çermik,2019,2,84.8,188.0
Diyarbakir,Çermik,2019,3,148.8,219.0
Diyarbakir,Çermik,2019,4,141.8,270.0
Diyarbakir,Çermik,2019,5,43.7,383.0
Diyarbakir,Çermik,2019,6,1.7,415.0
Diyarbakir,Çermik,2019,7,0.0,421.0
Diyarbakir,Çermik,2019,8,0.1,401.0
Diyarbakir,Çermik,2019,9,0.1,355.0
Diyarbakir,Çermik,2019,10,10.5,310.0
Diyarbakir,Çermik,2019,11,37.8,268.0
Diyarbakir,Çermik,2019,12,276.5,153.0
Diyarbakir,Çermik,2020,1,150.2,173.0
Diyarbakir,Çermik,2020,2,94.9,180.0
Diyarbakir,Çermik,2020,3,203.6,235.0
Diyarbakir,Çermik,2020,4,98.4,318.0
Diyarbakir,Çermik,2020,5,75.1,361.0
Diyarbakir,Çermik,2020,6,5.8,415.0
Diyarbakir,Çermik,2020,7,0.0,420.0
Diyarbakir,Çermik,2020,8,0.0,402.0
Diyarbakir,Çermik,2020,9,0.0,350.0
Diyarbakir,Çermik,2020,10,0.3,317.0
Diyarbakir,Çermik,2020,11,82.6,243.0
Diyarbakir,Çermik,2020,12,71.3,206.0
Diyarbakir,Çermik,2021,1,174.0,208.0
Diyarbakir,Çermik,2021,2,30.9,252.0
Diyarbakir,Çermik,2021,3,131.1,273.0
Diyarbakir,Çermik,2021,4,15.9,343.0
Diyarbakir,Çermik,2021,5,3.0,402.0
Diyarbakir,Çermik,2021,6,0.0,425.0
Diyarbakir,Çermik,2021,7,0.0,421.0
Diyarbakir,Çermik,2021,8,0.0,400.0
Diyarbakir,Çermik,2021,9,1.2,357.0
Diyarbakir,Çermik,2021,10,77.4,299.0
Diyarbakir,Çermik,2021,11,44.4,229.0
Diyarbakir,Çermik,2021,12,83.4,205.0
Diyarbakir,Çermik,2022,1,127.0,113.0
Diyarbakir,Çermik,2022,2,76.4,221.0
Diyarbakir,Çermik,2022,3,187.1,221.0
Diyarbakir,Çermik,2022,4,12.4,336.0
Diyarbakir,Çermik,2022,5,106.2,361.0
Diyarbakir,Çermik,2022,6,1.3,415.0
Diyarbakir,Çermik,2022,7,0.0,422.0
Diyarbakir,Çermik,2022,8,0.0,402.0
Diyarbakir,Çermik,2022,9,0.6,352.0
Diyarbakir,Çermik,2022,10,13.0,312.0
Diyarbakir,Çermik,2022,11,130.4,192.0
Diyarbakir,Çermik,2022,12,14.1,236.0
Diyarbakir,Çermik,2023,1,24.4,223.0
Diyarbakir,Çermik,2023,2,94.2,220.0
Diyarbakir,Çermik,2023,3,226.9,218.0
Diyarbakir,Çermik,2023,4,144.5,291.0
Diyarbakir,Çermik,2023,5,72.5,373.0
Diyarbakir,Çermik,2023,6,1.9,408.0
Diyarbakir,Çermik,2023,7,0.4,420.0
Diyarbakir,Çermik,2023,8,0.5,401.0
Diyarbakir,Çermik,2023,9,0.2,351.0
Diyarbakir,Çermik,2023,10,26.1,304.0
Diyarbakir,Çermik,2023,11,175.1,215.0
Diyarbakir,Çermik,2023,12,129.1,191.0
Diyarbakir,Çermik,2024,1,130.7,148.0
Diyarbakir,Çermik,2024,2,86.3,207.0
Diyarbakir,Çermik,2024,3,120.1,243.0
Diyarbakir,Çermik,2024,4,60.1,338.0
Diyarbakir,Çermik,2024,5,80.6,359.0
Diyarbakir,Çermik,2024,6,0.2,419.0
Diyarbakir,Çermik,2024,7,0.7,416.0
Diyarbakir,Çermik,2024,8,0.0,402.0
Diyarbakir,Çermik,2024,9,13.9,339.0
Diyarbakir,Çermik,2024,10,5.3,319.0
Diyarbakir,Çermik,2024,11,52.7,234.0
Diyarbakir,Çermik,2024,12,36.3,188.0
Diyarbakir,Çüngüş,2015,1,153.5,213.0
Diyarbakir,Çüngüş,2015,2,121.7,206.0
Diyarbakir,Çüngüş,2015,3,153.7,262.0
Diyarbakir,Çüngüş,2015,4,63.9,325.0
Diyarbakir,Çüngüş,2015,5,41.5,399.0
Diyarbakir,Çüngüş,2015,6,7.8,420.0
Diyarbakir,Çüngüş,2015,7,0.0,431.0
Diyarbakir,Çüngüş,2015,8,2.1,400.0
Diyarbakir,Çüngüş,2015,9,2.2,360.0
Diyarbakir,Çüngüş,2015,10,76.4,290.0
Diyarbakir,Çüngüş,2015,11,35.8,257.0
Diyarbakir,Çüngüş,2015,12,7.5,265.0
Diyarbakir,Çüngüş,2016,1,170.8,171.0
Diyarbakir,Çüngüş,2016,2,109.9,225.0
Diyarbakir,Çüngüş,2016,3,55.6,315.0
Diyarbakir,Çüngüş,2016,4,15.1,373.0
Diyarbakir,Çüngüş,2016,5,42.5,397.0
Diyarbakir,Çüngüş,2016,6,12.8,417.0
Diyarbakir,Çüngüş,2016,7,3.8,426.0
Diyarbakir,Çüngüş,2016,8,1.3,400.0
Diyarbakir,Çüngüş,2016,9,19.7,356.0
Diyarbakir,Çüngüş,2016,10,6.0,315.0
Diyarbakir,Çüngüş,2016,11,44.1,268.0
Diyarbakir,Çüngüş,2016,12,137.9,185.0
Diyarbakir,Çüngüş,2017,1,66.1,209.0
Diyarbakir,Çüngüş,2017,2,7.1,275.0
Diyarbakir,Çüngüş,2017,3,121.1,292.0
Diyarbakir,Çüngüş,2017,4,138.4,337.0
Diyarbakir,Çüngüş,2017,5,63.8,381.0
Diyarbakir,Çüngüş,2017,6,0.9,423.0
Diyarbakir,Çüngüş,2017,7,0.0,424.0
Diyarbakir,Çüngüş,2017,8,0.0,401.0
Diyarbakir,Çüngüş,2017,9,0.0,356.0
Diyarbakir,Çüngüş,2017,10,40.0,297.0
Diyarbakir,Çüngüş,2017,11,81.1,234.0
Diyarbakir,Çüngüş,2017,12,43.0,233.0
Diyarbakir,Çüngüş,2018,1,248.1,161.0
Diyarbakir,Çüngüş,2018,2,76.8,199.0
Diyarbakir,Çüngüş,2018,3,40.4,281.0
Diyarbakir,Çüngüş,2018,4,13.9,337.0
Diyarbakir,Çüngüş,2018,5,100.4,348.0
Diyarbakir,Çüngüş,2018,6,6.4,415.0
Diyarbakir,Çüngüş,2018,7,0.2,421.0
Diyarbakir,Çüngüş,2018,8,0.0,402.0
Diyarbakir,Çüngüş,2018,9,0.1,354.0
Diyarbakir,Çüngüş,2018,10,148.6,265.0
Diyarbakir,Çüngüş,2018,11,93.6,204.0
Diyarbakir,Çüngüş,2018,12,357.7,142.0
Diyarbakir,Çüngüş,2019,1,283.4,136.0
Diyarbakir,Çüngüş,2019,2,84.8,188.0
Diyarbakir,Çüngüş,2019,3,161.9,217.0
